gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,tenure_fee_interaction
Male,74,UK,Delhi,Individual,30,Mobile,Monthly,28,4,7.1222427964094965,1,0.09,10,10,Card,0,No,No,0,7.664638420081282,Billing,4.0,0,0.52,0.37,38,Satisfied,1,0,300
Female,69,UK,New York,Individual,3,Web,Monthly,16,3,8.133869574764553,2,0.19,3,10,Card,0,No,No,2,21.049202080167063,Service,5.0,2,0.51,0.13,5,Neutral,0,0,30
Male,59,Bangladesh,New York,SME,2,Referral,Yearly,18,0,11.991649268065052,1,-0.07,10,20,Bank Transfer,1,Yes,No,0,25.12827747462025,Service,2.0,0,0.88,0.09,12,Satisfied,1,1,40
Female,49,UK,London,Individual,50,Mobile,Quarterly,11,3,18.74068190774296,5,-0.22,1,10,Card,1,No,No,1,17.627142110032402,Technical,4.0,0,0.66,0.2,23,Neutral,1,0,500
Female,43,USA,Delhi,Individual,56,Web,Yearly,25,2,19.23803011616986,6,0.19,4,10,Card,0,No,No,1,6.439668304413612,Technical,5.0,0,0.4,0.34,3,Neutral,0,0,560
Male,28,Canada,London,SME,5,Mobile,Monthly,12,7,25.40707144602025,4,0.02,20,50,Bank Transfer,1,No,No,0,33.327020076150745,Service,4.0,0,0.3,0.04,21,Unsatisfied,1,0,250
Female,40,UK,New York,SME,44,Web,Quarterly,20,4,10.892870101274838,2,-0.27,4,10,Card,2,No,No,0,17.524490659563494,Billing,3.0,0,0.29,0.12,3,Satisfied,1,1,440
Female,51,Canada,Delhi,Individual,46,Web,Quarterly,24,3,14.609449850246834,4,0.3,11,20,PayPal,0,Yes,No,3,33.17970342609926,Technical,5.0,0,0.54,0.4,23,Neutral,3,0,920
Male,69,USA,New York,Individual,8,Mobile,Monthly,38,0,9.107606359072568,3,-0.12,1,10,PayPal,0,No,No,3,25.77537534989248,Technical,4.0,1,0.25,0.37,71,Neutral,1,0,80
Female,57,USA,Berlin,Individual,39,Web,Yearly,21,1,8.548188357471158,3,0.17,5,10,Bank Transfer,0,No,No,1,22.00071469412444,Technical,3.0,0,0.78,0.18,100,Neutral,2,0,390
Male,40,Bangladesh,Sydney,Individual,39,Referral,Yearly,25,0,6.884364295806481,3,-0.31,17,70,Card,1,No,No,0,36.96020146902621,Billing,4.0,0,0.71,0.22,100,Satisfied,1,0,2730
Male,46,India,Berlin,Individual,44,Web,Monthly,28,7,19.10892907134373,3,-0.02,2,30,PayPal,0,No,No,2,12.311033953622706,Technical,4.0,0,0.51,0.19,20,Satisfied,1,0,1320
Female,48,India,New York,Individual,29,Web,Monthly,23,0,4.882652374972121,3,-0.02,6,10,Card,0,Yes,Yes,1,22.448834814792427,Service,4.0,0,0.66,0.22,18,Unsatisfied,0,0,290
Female,24,Australia,London,Individual,39,Mobile,Monthly,10,4,17.004285750515265,5,-0.15,7,50,PayPal,0,Yes,No,2,23.873283495914613,Billing,3.0,0,0.79,0.35,11,Unsatisfied,0,0,1950
Male,57,Germany,New York,SME,44,Mobile,Yearly,11,2,10.112424439953385,5,0.0,21,20,Card,1,No,No,1,16.47502776221628,Service,3.0,1,0.71,0.49,36,Satisfied,1,0,880
Male,50,Bangladesh,New York,SME,27,Web,Yearly,8,3,10.149563592505146,4,0.03,9,20,Card,1,No,Yes,0,29.983947320470985,Technical,4.0,0,0.28,0.06,36,Satisfied,0,0,540
Female,38,India,Sydney,Enterprise,16,Mobile,Quarterly,6,2,1.7709267802594404,4,0.14,20,70,Card,0,Yes,No,1,21.53465649340204,Service,3.0,0,0.62,0.42,61,Satisfied,1,0,1120
Female,19,Canada,Dhaka,Individual,27,Mobile,Yearly,22,0,14.287389929956532,7,0.3,21,10,Card,0,Yes,No,0,38.67094746247295,Service,2.0,0,0.34,0.09,-10,Unsatisfied,0,1,270
Female,35,Germany,Toronto,SME,39,Mobile,Quarterly,32,6,9.77127034187749,2,0.09,5,70,Card,0,No,No,1,24.8739977686618,Technical,5.0,0,0.24,0.45,19,Unsatisfied,0,0,2730
Male,64,USA,New York,SME,40,Mobile,Monthly,27,4,13.482218136535812,3,0.37,0,50,Bank Transfer,1,No,No,3,10.230999900800152,Billing,3.0,0,0.15,0.05,32,Satisfied,1,0,2000
Male,50,Canada,Sydney,Enterprise,1,Web,Monthly,27,4,13.565150295024868,2,0.05,22,10,Card,0,Yes,No,1,32.12154822645702,Service,4.0,0,0.17,0.43,73,Unsatisfied,0,0,10
Male,54,Bangladesh,London,Individual,45,Referral,Monthly,9,4,27.10378395151137,6,-0.1,1,20,Card,0,Yes,No,2,6.762877966223652,Service,3.0,1,0.59,0.06,-36,Satisfied,0,0,900
Male,51,Bangladesh,Sydney,SME,51,Web,Monthly,24,7,8.588361687568002,5,-0.09,7,30,Card,1,Yes,No,0,1.0,Billing,5.0,0,0.48,0.43,26,Neutral,1,0,1530
Male,37,Germany,Sydney,Individual,33,Referral,Quarterly,25,7,18.528289833691336,7,0.01,1,20,PayPal,0,No,No,1,11.3779901671576,Technical,4.0,0,0.47,0.02,90,Neutral,1,0,660
Female,68,India,Toronto,Individual,50,Web,Monthly,23,1,19.083105628177748,5,0.15,0,30,Bank Transfer,0,No,No,3,20.730791943967738,Billing,4.0,0,0.11,0.1,37,Neutral,1,0,1500
Male,67,Canada,Toronto,SME,39,Web,Monthly,37,0,13.706043519411809,5,-0.0,3,30,Bank Transfer,1,Yes,No,0,31.16622878230861,Technical,4.0,0,0.67,0.04,72,Unsatisfied,1,0,1170
Female,63,Canada,London,Individual,17,Mobile,Yearly,31,6,15.70861238788916,4,0.13,12,10,PayPal,0,No,No,0,21.357624418772104,Service,2.0,0,0.32,0.17,9,Satisfied,0,0,170
Male,41,India,Delhi,Individual,15,Referral,Quarterly,22,1,23.321625535419717,6,-0.07,10,20,Card,0,No,No,0,30.21978058105314,Technical,4.0,0,0.17,0.03,-18,Satisfied,1,0,300
Male,25,India,Dhaka,Individual,22,Web,Quarterly,4,0,12.484105158071005,5,0.19,0,50,Card,2,No,No,2,38.025472217052936,Service,3.0,0,0.87,0.15,58,Unsatisfied,1,0,1100
Female,47,India,Dhaka,Individual,57,Web,Monthly,10,7,22.223322976561864,1,-0.07,21,30,Card,1,No,No,0,22.88373467817214,Technical,2.0,0,0.66,0.38,94,Satisfied,0,1,1710
Male,27,UK,Dhaka,Individual,23,Web,Monthly,26,3,20.63638960355838,7,-0.18,5,30,Card,0,No,No,3,37.53893159624147,Technical,5.0,1,0.72,0.26,95,Unsatisfied,1,0,690
Male,40,Bangladesh,London,SME,36,Web,Quarterly,9,4,8.280893973458186,4,0.22,0,30,Card,0,No,Yes,2,16.080448043413362,Technical,5.0,0,0.38,0.45,33,Unsatisfied,0,0,1080
Male,69,Bangladesh,Toronto,SME,49,Web,Monthly,23,4,16.47167137599546,6,0.22,6,20,PayPal,0,Yes,Yes,0,32.57279443083885,Technical,3.0,0,0.78,0.5,2,Unsatisfied,1,0,980
Female,66,Canada,Toronto,Enterprise,39,Web,Quarterly,33,1,10.410958693798037,5,0.14,11,10,Card,0,Yes,No,2,9.574236232995414,Technical,3.0,1,0.69,0.14,16,Unsatisfied,1,0,390
Female,28,India,Toronto,SME,48,Mobile,Monthly,1,2,14.527171437653852,5,-0.03,0,20,Card,0,Yes,No,1,35.89352510000076,Technical,5.0,0,0.43,0.23,57,Neutral,0,1,960
Female,19,Canada,New York,Individual,49,Web,Monthly,22,4,19.799627704868094,4,-0.22,23,10,PayPal,2,No,Yes,0,23.74339221700572,Technical,4.0,1,0.33,0.31,1,Neutral,2,0,490
Male,43,USA,Sydney,SME,59,Mobile,Yearly,22,0,22.881692512361468,5,0.15,3,10,Card,0,No,No,0,36.709192876735045,Technical,2.0,0,0.2,0.2,92,Satisfied,2,0,590
Male,53,Canada,London,Individual,20,Web,Monthly,23,0,1.0,5,-0.12,2,20,Card,0,No,No,2,9.087699377126324,Billing,5.0,0,0.79,0.49,14,Satisfied,4,0,400
Male,50,Australia,Sydney,Enterprise,47,Mobile,Monthly,41,7,8.896072169236877,6,-0.1,18,10,Card,0,No,No,2,15.732311716254753,Service,5.0,0,0.25,0.3,3,Satisfied,1,0,470
Female,64,UK,Dhaka,SME,9,Web,Monthly,17,0,24.4940523635831,5,0.02,5,10,Card,2,No,No,2,23.91488285337373,Technical,3.0,0,0.67,0.24,72,Unsatisfied,0,0,90
Male,57,Canada,London,Individual,23,Mobile,Quarterly,18,1,14.778041268980632,3,0.12,3,30,Bank Transfer,1,Yes,No,0,19.97377407127183,Technical,2.0,0,0.56,0.02,-20,Unsatisfied,2,0,690
Female,59,Australia,London,SME,31,Web,Yearly,25,3,8.028804141807564,2,-0.0,4,20,Card,1,No,No,1,27.39487906125981,Technical,3.0,1,0.79,0.21,15,Neutral,1,0,620
Female,36,UK,Berlin,Individual,51,Web,Quarterly,0,4,21.9294648361024,5,0.09,6,20,PayPal,0,No,No,0,43.51038588663626,Technical,4.0,0,0.17,0.26,-6,Satisfied,0,0,1020
Female,35,Germany,Berlin,Enterprise,11,Mobile,Monthly,21,4,3.2346158196964243,7,-0.22,16,10,PayPal,0,No,No,4,27.952805961218555,Technical,4.0,0,0.22,0.24,-17,Unsatisfied,1,0,110
Male,54,USA,Delhi,Individual,40,Web,Monthly,18,2,15.250929829179702,3,0.01,10,50,Bank Transfer,1,Yes,Yes,2,22.55948694197101,Technical,4.0,0,0.57,0.25,53,Satisfied,1,0,2000
Male,47,Bangladesh,New York,SME,17,Referral,Quarterly,20,2,1.0,9,0.02,15,20,Card,1,No,Yes,3,23.27594529194976,Technical,4.0,0,0.34,0.12,-53,Unsatisfied,0,0,340
Male,36,USA,Toronto,SME,36,Web,Quarterly,16,2,11.226323947045262,6,-0.16,4,70,Card,0,Yes,No,4,29.269971689188655,Technical,4.0,0,0.83,0.1,63,Satisfied,0,0,2520
Male,40,UK,Dhaka,Individual,26,Mobile,Monthly,7,1,22.89282029377774,3,0.06,5,20,Card,1,No,No,0,44.13678354093521,Service,3.0,0,0.37,0.42,-2,Neutral,4,0,520
Male,71,Bangladesh,Dhaka,Individual,36,Web,Monthly,17,3,1.975557030106783,4,0.13,0,50,Card,0,Yes,Yes,2,18.52104250563845,Technical,3.0,0,0.42,0.42,-4,Neutral,0,0,1800
Male,33,USA,London,SME,18,Web,Monthly,35,4,12.762993456389344,9,-0.03,16,20,Card,1,Yes,No,0,28.02238296715401,Technical,4.0,0,0.48,0.25,17,Neutral,0,0,360
Female,29,Canada,Dhaka,Individual,31,Referral,Monthly,2,1,8.95780797570666,5,0.14,8,20,Card,0,No,No,2,32.83130095338939,Service,2.0,0,0.14,0.28,-4,Satisfied,0,1,620
Female,51,Bangladesh,Toronto,SME,35,Mobile,Quarterly,22,2,27.707023134771976,6,0.1,22,50,Bank Transfer,0,No,Yes,0,8.948960179351305,Technical,3.0,0,0.61,0.02,-4,Unsatisfied,0,0,1750
Male,70,Germany,New York,Individual,41,Referral,Quarterly,9,4,20.08795504664363,3,-0.25,12,20,Card,1,No,No,4,19.692201784716406,Technical,3.0,0,0.26,0.28,30,Satisfied,1,0,820
Male,74,Canada,Toronto,Individual,28,Mobile,Monthly,22,2,16.480062069215357,3,0.27,0,70,PayPal,0,No,No,0,13.72380999000498,Billing,2.0,0,0.55,0.25,-1,Neutral,3,0,1960
Male,25,USA,London,Individual,26,Web,Monthly,32,6,26.234410373590748,5,0.09,14,10,PayPal,0,No,Yes,0,26.358301427758818,Technical,4.0,0,0.15,0.07,42,Neutral,1,0,260
Female,35,USA,Toronto,SME,6,Web,Monthly,24,6,16.02410490416362,3,0.07,0,10,Card,1,No,No,2,29.803594042843383,Service,4.0,1,0.35,0.21,35,Satisfied,1,0,60
Female,74,Germany,London,Individual,34,Mobile,Quarterly,10,1,14.064472359025316,6,-0.09,4,30,Bank Transfer,0,No,No,0,17.89031300042865,Technical,4.0,0,0.32,0.12,36,Satisfied,0,0,1020
Female,65,Australia,Delhi,SME,28,Mobile,Monthly,21,5,7.613177293046862,5,-0.16,6,70,Card,0,No,No,2,12.519912941118417,Service,2.0,0,0.4,0.33,8,Satisfied,0,0,1960
Female,22,Germany,Berlin,SME,44,Mobile,Monthly,27,5,20.94735932111746,8,0.16,10,20,Card,0,No,No,1,8.953230657902438,Technical,5.0,0,0.6,0.19,27,Satisfied,0,0,880
Male,43,UK,Berlin,Individual,47,Web,Monthly,12,1,29.300639428265924,5,0.09,11,10,PayPal,0,No,No,1,13.80156275670848,Billing,4.0,0,0.77,0.45,7,Unsatisfied,0,0,470
Female,47,Germany,London,Individual,9,Referral,Yearly,9,2,1.0,7,0.07,6,10,PayPal,1,Yes,No,0,38.33445414070045,Technical,3.0,0,0.35,0.48,-50,Satisfied,0,0,90
Male,71,USA,Sydney,Enterprise,29,Mobile,Quarterly,19,4,9.112119887101336,1,0.12,3,50,Card,0,No,No,1,13.748868074663037,Service,4.0,0,0.73,0.25,-28,Neutral,1,0,1450
Male,30,Australia,Berlin,Individual,34,Mobile,Monthly,35,1,14.40901582000694,5,-0.06,9,50,PayPal,0,No,No,1,41.42635431496479,Billing,4.0,0,0.64,0.28,17,Satisfied,0,0,1700
Female,36,Australia,Sydney,SME,12,Web,Quarterly,10,6,8.879176541979058,3,-0.0,11,30,PayPal,0,Yes,No,0,33.96639706656053,Technical,4.0,0,0.41,0.33,-29,Satisfied,1,0,360
Female,46,India,London,Enterprise,16,Referral,Quarterly,15,7,20.59032451093028,3,0.03,3,10,Card,2,No,No,1,1.0,Technical,3.0,0,0.52,0.38,81,Satisfied,1,0,160
Female,20,Germany,Delhi,Enterprise,7,Mobile,Monthly,8,3,19.328294129384165,2,-0.11,9,10,Card,2,No,No,1,15.64470537114282,Technical,5.0,0,0.52,0.44,17,Satisfied,1,1,70
Female,43,UK,London,Individual,31,Mobile,Monthly,12,1,17.82633812412872,3,0.09,6,30,Card,1,Yes,No,3,3.3168206649788523,Technical,4.0,0,0.37,0.11,-43,Neutral,0,0,930
Female,29,Canada,Dhaka,Enterprise,53,Referral,Monthly,18,0,17.26608652605063,3,-0.01,18,10,Card,0,No,Yes,1,19.66079152828472,Service,4.0,1,0.75,0.11,51,Satisfied,0,0,530
Female,19,Australia,Berlin,SME,7,Web,Yearly,0,2,11.237424869105162,4,0.05,24,70,Card,0,No,Yes,0,34.136974623079624,Technical,3.0,0,0.7,0.3,-46,Neutral,1,0,490
Female,28,Germany,Sydney,Individual,3,Referral,Monthly,17,3,6.95398867522902,3,0.03,9,70,Bank Transfer,2,No,No,2,30.94796039270867,Technical,3.0,0,0.28,0.1,38,Satisfied,1,0,210
Male,61,India,London,Individual,20,Mobile,Monthly,37,4,18.34218114991277,8,0.03,16,70,Card,1,Yes,No,0,34.08375471633315,Billing,3.0,2,0.41,0.19,68,Satisfied,2,1,1400
Female,45,UK,Dhaka,Individual,5,Web,Monthly,21,6,7.14440030021211,6,-0.26,8,30,Bank Transfer,0,No,No,0,21.477317799869425,Service,2.0,0,0.2,0.26,12,Satisfied,1,0,150
Female,35,UK,Berlin,SME,3,Web,Quarterly,17,3,20.192277014288976,3,-0.02,7,30,Bank Transfer,0,No,No,0,33.85921843135372,Technical,5.0,0,0.82,0.19,27,Unsatisfied,0,0,90
Male,30,Bangladesh,Dhaka,Individual,47,Web,Yearly,14,5,11.64943495998131,6,0.02,10,10,Card,0,No,Yes,1,40.195748735935126,Technical,4.0,0,0.6,0.3,47,Neutral,0,0,470
Female,54,USA,Delhi,SME,38,Mobile,Monthly,10,5,1.0,1,-0.13,9,10,Bank Transfer,1,No,Yes,0,15.52910202702481,Technical,4.0,0,0.31,0.35,36,Satisfied,1,0,380
Male,39,Australia,London,SME,15,Mobile,Monthly,21,7,22.107457930641456,5,-0.08,12,10,PayPal,0,No,No,1,35.28802119123447,Service,4.0,1,0.18,0.36,31,Satisfied,0,0,150
Male,29,USA,Dhaka,SME,35,Web,Monthly,24,1,18.987091556408625,5,0.29,9,30,Bank Transfer,1,No,No,1,32.63140205790878,Billing,5.0,0,0.83,0.09,13,Satisfied,2,0,1050
Male,54,Canada,Delhi,SME,23,Referral,Quarterly,12,0,4.12455184229257,3,0.0,9,20,Card,1,Yes,No,1,23.06247406298275,Billing,5.0,1,0.76,0.11,5,Satisfied,0,0,460
Male,24,Canada,Toronto,Individual,33,Mobile,Monthly,32,6,24.32695450062848,5,-0.11,5,50,PayPal,0,No,No,1,14.00276773528306,Technical,4.0,1,0.47,0.44,23,Unsatisfied,1,0,1650
Male,43,Canada,Delhi,Individual,2,Referral,Yearly,32,5,28.00167869561686,4,0.01,0,10,PayPal,0,No,No,1,8.689175441055184,Technical,5.0,1,0.66,0.26,9,Neutral,2,0,20
Male,43,UK,Toronto,SME,36,Referral,Quarterly,15,3,8.160025332423611,4,0.34,14,50,PayPal,0,Yes,No,4,15.327852999096306,Technical,2.0,0,0.23,0.38,62,Neutral,2,0,1800
Female,41,Australia,Berlin,Individual,21,Web,Monthly,12,1,17.743303697311333,3,-0.03,1,10,PayPal,0,Yes,No,0,24.464697905676584,Technical,3.0,1,0.2,0.43,-23,Neutral,1,0,210
Male,29,USA,London,Individual,14,Mobile,Quarterly,5,4,12.262436682102368,7,-0.0,8,70,PayPal,0,No,Yes,1,23.848784904927182,Billing,3.0,0,0.71,0.48,-15,Neutral,1,0,980
Male,40,India,Berlin,Individual,59,Web,Yearly,17,5,16.90793243182338,4,-0.13,12,30,Card,0,No,No,0,12.279457051882645,Technical,3.0,0,0.21,0.16,21,Neutral,0,0,1770
Male,57,Canada,New York,SME,42,Referral,Monthly,30,3,10.88166019480839,7,-0.01,2,10,PayPal,1,No,No,3,25.48773633631357,Service,4.0,0,0.26,0.19,52,Neutral,1,0,420
Male,26,Australia,Delhi,SME,11,Web,Yearly,23,3,13.79572400930963,7,0.06,4,20,PayPal,1,No,No,2,18.923446521014004,Service,2.0,0,0.43,0.15,70,Unsatisfied,0,1,220
Male,49,Australia,Berlin,Individual,4,Mobile,Yearly,0,0,28.87126221265013,5,0.34,13,30,PayPal,0,Yes,Yes,2,1.0,Billing,3.0,0,0.42,0.22,41,Neutral,2,1,120
Female,32,India,Berlin,SME,47,Mobile,Quarterly,19,3,5.992436146975319,4,-0.05,9,50,Card,0,No,No,2,21.59615971864436,Technical,2.0,2,0.58,0.5,31,Satisfied,1,0,2350
Female,54,Germany,Dhaka,Individual,52,Mobile,Monthly,23,4,17.366897012192197,6,0.0,2,20,Card,0,Yes,No,0,30.733405318753366,Technical,3.0,0,0.47,0.08,46,Neutral,1,0,1040
Male,30,Australia,Toronto,SME,30,Mobile,Yearly,17,3,31.080540614253348,6,0.07,4,50,PayPal,2,No,No,2,27.841952520885016,Technical,3.0,1,0.33,0.3,0,Unsatisfied,1,0,1500
Female,28,USA,Toronto,SME,36,Mobile,Yearly,14,1,20.02777908538317,4,0.09,5,30,Card,1,Yes,No,0,25.39727926532883,Service,3.0,0,0.41,0.26,-47,Satisfied,2,0,1080
Male,27,India,London,Individual,20,Mobile,Monthly,30,5,9.692490777382911,4,0.19,9,50,Card,0,No,No,0,26.601658208323183,Billing,4.0,0,0.65,0.37,48,Neutral,2,0,1000
Male,69,Australia,Berlin,Individual,52,Web,Yearly,14,5,8.882322137575269,8,0.29,5,20,Card,1,Yes,No,1,22.37908438557289,Technical,5.0,0,0.88,0.44,-31,Neutral,1,0,1040
Male,30,Australia,Delhi,SME,16,Mobile,Yearly,16,6,5.616316682022532,3,-0.33,8,20,PayPal,1,No,No,2,27.63408179450496,Technical,4.0,1,0.36,0.06,2,Neutral,0,0,320
Female,58,USA,Berlin,Individual,34,Referral,Yearly,39,3,15.646104562270066,1,-0.17,2,50,Card,2,Yes,No,3,20.2477920569263,Billing,2.0,0,0.6,0.42,44,Unsatisfied,0,0,1700
Female,63,USA,Sydney,SME,8,Mobile,Monthly,20,3,19.459636628364347,2,0.06,14,30,PayPal,0,Yes,No,2,11.988893435614989,Service,2.0,0,0.21,0.17,26,Satisfied,3,0,240
Male,67,Germany,London,Individual,45,Web,Monthly,23,6,16.195534958552898,4,-0.06,5,30,PayPal,0,No,No,2,31.40073805745824,Technical,3.0,0,0.79,0.25,28,Satisfied,3,0,1350
Female,59,Bangladesh,Toronto,Individual,21,Web,Monthly,24,4,11.553944414450005,5,0.08,12,20,Card,0,Yes,Yes,1,31.70118522761407,Technical,2.0,0,0.13,0.19,58,Satisfied,0,0,420
Female,24,USA,Toronto,Enterprise,30,Web,Quarterly,22,4,9.994649954295596,8,-0.15,2,70,Card,0,Yes,No,1,35.44996496526169,Technical,3.0,0,0.26,0.27,-41,Satisfied,0,0,2100
Female,57,Australia,Delhi,Individual,36,Web,Monthly,21,3,18.553184318725037,5,0.16,8,20,Card,0,No,No,2,41.22804528850649,Service,4.0,0,0.25,0.37,8,Satisfied,0,0,720
Male,52,Canada,London,SME,38,Web,Yearly,13,7,11.402409853290775,4,0.06,4,10,Card,1,No,No,1,40.90851005415904,Billing,3.0,1,0.49,0.12,29,Satisfied,1,0,380
Female,32,Canada,London,Individual,23,Web,Yearly,24,4,9.638528730890446,8,0.27,0,30,Card,1,No,Yes,0,33.44366455803583,Technical,5.0,0,0.47,0.1,-5,Satisfied,0,0,690
Male,65,Germany,Berlin,Individual,19,Referral,Quarterly,16,6,9.159182288606182,5,0.22,7,20,PayPal,0,Yes,No,1,26.79557874151949,Technical,2.0,0,0.21,0.26,-4,Neutral,2,0,380
Female,38,India,Sydney,Individual,27,Referral,Yearly,0,6,21.390062962797582,2,-0.21,0,50,PayPal,2,No,No,1,17.222761637580142,Technical,3.0,0,0.62,0.35,-27,Satisfied,1,0,1350
Male,21,Bangladesh,New York,Individual,9,Web,Yearly,26,1,19.941923810162493,5,-0.01,23,20,Bank Transfer,1,No,No,1,42.23701020261177,Technical,5.0,1,0.89,0.11,57,Unsatisfied,1,0,180
Female,28,UK,Dhaka,SME,17,Referral,Monthly,27,0,1.0,5,-0.03,0,10,Card,0,Yes,Yes,2,15.156513795898483,Technical,3.0,0,0.24,0.08,23,Neutral,1,0,170
Male,43,India,New York,Individual,42,Web,Monthly,18,4,23.097219366499324,7,0.09,14,20,Card,0,No,No,2,18.283756629785707,Technical,3.0,0,0.5,0.22,26,Neutral,1,0,840
Male,54,India,Toronto,Enterprise,44,Web,Monthly,11,3,30.22881957760288,6,-0.09,16,10,Card,1,No,No,1,25.815719340517127,Service,5.0,0,0.46,0.49,38,Satisfied,0,0,440
Male,40,Bangladesh,Sydney,SME,45,Web,Monthly,25,1,24.38562875638136,6,-0.11,24,20,Card,0,No,No,1,25.016022421114016,Billing,3.0,0,0.81,0.26,81,Satisfied,2,0,900
Female,46,Bangladesh,London,Individual,24,Referral,Yearly,30,2,14.71053417118133,9,-0.02,28,30,Card,1,Yes,No,0,27.648741759642416,Billing,5.0,1,0.74,0.38,49,Satisfied,1,0,720
Male,38,Australia,Berlin,Individual,42,Referral,Monthly,9,0,18.670681000670204,3,0.18,12,30,PayPal,0,No,No,1,31.77326888973908,Billing,5.0,1,0.31,0.23,36,Satisfied,2,0,1260
Male,62,Australia,New York,Enterprise,53,Web,Quarterly,22,2,18.071392812377308,7,-0.13,1,20,Bank Transfer,0,No,No,0,24.323248435731514,Service,4.0,0,0.88,0.15,30,Satisfied,1,0,1060
Female,62,UK,Delhi,Enterprise,19,Web,Quarterly,18,2,16.847110459761033,7,0.04,1,20,Card,0,Yes,No,1,10.455691912322091,Technical,4.0,1,0.29,0.17,-27,Unsatisfied,0,0,380
Female,66,Canada,Toronto,SME,58,Referral,Yearly,17,4,15.084304398942413,6,0.21,3,30,PayPal,0,No,No,1,12.784713285531698,Service,4.0,0,0.79,0.06,19,Unsatisfied,0,0,1740
Male,30,Australia,Berlin,Individual,5,Mobile,Quarterly,6,1,10.799523429027474,6,0.21,10,20,Bank Transfer,0,Yes,No,2,16.50837874010721,Service,3.0,0,0.46,0.15,-21,Unsatisfied,0,1,100
Female,40,Germany,Delhi,Individual,8,Web,Quarterly,0,7,10.288246500673043,1,0.04,7,20,PayPal,1,No,Yes,0,23.58851341890817,Billing,4.0,0,0.34,0.4,100,Neutral,1,1,160
Male,33,USA,London,Individual,37,Referral,Monthly,22,5,13.97225078868362,5,-0.21,1,70,Card,1,Yes,No,1,29.538195354621408,Technical,3.0,1,0.39,0.39,25,Satisfied,1,0,2590
Male,21,Germany,Delhi,Individual,36,Referral,Monthly,25,4,17.973663114178706,7,-0.11,3,30,Card,0,Yes,No,1,21.09407345031241,Billing,2.0,1,0.6,0.3,54,Satisfied,1,0,1080
Female,57,USA,Sydney,Individual,25,Web,Yearly,0,2,13.529290338971494,2,-0.19,8,70,Bank Transfer,0,No,No,4,15.530886234563823,Billing,4.0,0,0.48,0.01,-5,Neutral,0,0,1750
Female,33,India,Sydney,Individual,45,Mobile,Quarterly,1,1,14.201697859024383,3,-0.16,3,10,Card,1,No,Yes,3,12.352208459895728,Technical,5.0,0,0.46,0.16,62,Satisfied,1,0,450
Male,48,Canada,London,Individual,49,Web,Yearly,15,2,1.0,1,-0.19,7,20,PayPal,0,Yes,Yes,4,31.823669386702164,Service,3.0,0,0.9,0.4,20,Neutral,1,0,980
Female,70,Canada,London,Individual,5,Web,Quarterly,28,1,22.47160448380349,4,-0.01,9,20,Card,0,No,No,2,9.353417282305838,Billing,4.0,1,0.88,0.12,49,Satisfied,0,0,100
Female,59,India,Dhaka,SME,33,Web,Yearly,1,7,16.22552607597826,10,-0.06,6,10,Card,0,Yes,No,1,7.345346424528305,Technical,4.0,0,0.29,0.37,89,Unsatisfied,1,0,330
Female,42,USA,London,Individual,22,Mobile,Quarterly,24,0,13.813636324033707,3,-0.0,0,30,Bank Transfer,0,No,No,0,26.00856424542024,Technical,4.0,0,0.39,0.41,-4,Unsatisfied,1,0,660
Female,61,UK,Berlin,Enterprise,47,Web,Quarterly,17,3,12.904382268608313,2,0.11,1,30,Card,0,No,No,0,29.97988599685482,Billing,3.0,0,0.69,0.43,-8,Neutral,0,0,1410
Female,29,Germany,Toronto,SME,42,Web,Monthly,21,3,4.614323519908924,2,-0.17,9,30,Card,0,No,No,3,15.85532914451215,Technical,3.0,0,0.58,0.26,-19,Satisfied,1,0,1260
Female,54,Canada,London,SME,43,Web,Yearly,19,4,10.466081146796746,7,0.15,2,30,PayPal,0,Yes,No,0,35.34167930418872,Billing,4.0,1,0.9,0.48,-39,Unsatisfied,0,0,1290
Male,65,India,Toronto,Individual,50,Web,Monthly,19,4,3.8746983991930968,4,-0.26,11,30,PayPal,2,No,Yes,0,9.382759089905772,Billing,2.0,0,0.18,0.25,12,Neutral,1,0,1500
Male,50,Australia,Dhaka,Individual,29,Web,Monthly,31,2,13.758018559977396,4,0.07,5,10,PayPal,0,Yes,No,2,13.288605469133683,Technical,4.0,0,0.67,0.36,-38,Satisfied,1,0,290
Female,45,Bangladesh,London,Individual,45,Web,Yearly,20,4,15.23815581810392,9,-0.06,12,20,PayPal,1,No,No,2,28.88054443117381,Technical,3.0,0,0.88,0.18,17,Satisfied,3,0,900
Male,26,USA,New York,Enterprise,52,Web,Quarterly,30,3,22.887472196845557,7,0.04,0,10,Card,0,Yes,No,1,26.160648557670115,Service,4.0,0,0.25,0.07,0,Neutral,2,0,520
Male,29,Australia,Delhi,Individual,56,Referral,Monthly,15,7,13.990251848504911,5,0.08,15,30,Bank Transfer,1,No,No,1,11.706260333083446,Service,4.0,0,0.22,0.47,-30,Satisfied,0,0,1680
